Kosten Aqua,Charakter Pipeline,Element,Kartenart,⭕️,Kartentext,Kartentyp,Design Skelett,Kosten Ignis,ID,Erstellungsdatum,⚔️,Flavourtext,Erstellt von,Kosten Ungeprägt,Idee Brackground,🛡️,Slot zugewiesen,Status,Kosten Aeris,Einzigartig,Set Release,Kartentext-Planung,Kosten Terra,Kosten Magica,Letzte Änderung,Rarität,Name,PageID,Row_Hash
,[],[],[],,"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, erhalten <key>befreundete</key> <kind>Charaktere</kind> <stats>+20/+20</stats> bis <key>Zugende</key>.",[],[],,477,2025-03-10T07:46:00.000Z,20/20,“Ein guter Eintopf füllt den Magen. Ein großartiger Eintopf hebt die Armeen wieder auf die Beine.”,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],20/20,True,TCG Arena,,True,[],"Einzigartig
Wenn ich das Feld betrete, erhalten alle befreundeten Charaktere +20/+20 bis zum ende des Zuges.",2.0,,2025-11-23T18:53:00.000Z,Uncommon,"Kardes, der Feldkoch",1b295bba-56ba-8082-94d7-faa3fcfca7f5,9886867659
,[],[],[],,"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, zahle <unshapedX/>. Sieh Dir X zufällige <zone>Handkarten</zone> eines <key>Gegners</key> an. Dieser <key>Gegner</key> legt eine <zone>Handkarte</zone> Deiner Wahl auf den <zone>Friedhof</zone>.",[],[],,481,2025-03-10T08:08:00.000Z,30/30,“Er ist schneller als Dein letzter Gedanke.”,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],30/30,True,TCG Arena,2.0,True,[],"Einzigartig
Wenn ich das Feld betrete, zahle X, siehe dir X Handkarten deiner Wahl eines Gegners an, dein Gegner legt eine Handkarte deiner Wahl auf den Friedhof.",,,2025-10-27T15:38:00.000Z,,"Ectelias, der Waldläufer",1b295bba-56ba-808b-92c2-c22b71fb7961,7361772629
,[],[],[],,<ability>Doppelblock</ability> <desc><self>Ich</self> darf zwei <key>Gegner</key> gleichzeitig <key>blocken</key>.</desc>,[],[],,488,2025-03-10T16:43:00.000Z,20/25,“Nüffe? Welfe nüffe?”,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],15/35,True,TCG Arena,,True,[],"Einzigartig
Doppelblock",1.0,,2025-10-27T15:38:00.000Z,Common,"Theo, Wächter des Waldes",1b295bba-56ba-809a-a6fd-d1271cbf0a17,6507702141
,[],[],[],,<ability>Erstschlag</ability> <desc>Mein Schaden wird zuerst berechnet.</desc>,[],[],,487,2025-03-10T16:28:00.000Z,30/30,"“Wo Corvins Hand zuckt, verstummen Stimmen für immer.”",9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],20/50,True,TCG Arena,,True,[],"Einzigartig
Erstschlag",2.0,,2025-11-23T18:55:00.000Z,Uncommon,"Corvin, die Rückhand Bjarturs",1b295bba-56ba-80ca-9160-f87dc4f365d7,613437011
,[],[],[],,"<ability>Sofort</ability> <desc>Du darfst <self>meine</self> Fähigkeit jederzeit einsetzen.</desc>
<cost>Opfere <self>mich</self></cost> 2 <key>befreundete</key> <kind>Charaktere</kind> Deiner Wahl erhalten je 1 <key>Bannkreis</key>.",[],[],,476,2025-03-10T07:42:00.000Z,15/25,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],15/30,True,Export,,True,[],"Einzigartig
Sofort, Opfere mich; Zwei befreundete Charaktere deiner Wahl erhalten einen Bannkreis.",,2.0,2025-11-23T16:38:00.000Z,Common,Beatrix,1b295bba-56ba-80d2-942f-c1f80afc2a0d,9833715081
,[],[],[],,,[],[],,478,2025-03-10T07:53:00.000Z,50/40,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],40/40,True,TCG Arena,,True,[],Einzigartig,2.0,,2025-11-23T10:24:00.000Z,Common,"Tekkadahn, Waffenmeister Terras",1b295bba-56ba-80d7-8b33-c2b234737f4c,4737692333
,[],[],[],,<ability>Positionswechsel</ability> <desc>Ich darf stattdessen in der <phase>Hauptphase</phase> <self>meine</self> <key>Position</key> ändern.</desc>,[],[],,483,2025-03-10T10:03:00.000Z,10/30,"“Mein Leben für die, die mir ihr Vertrauen schenken.”",9cdffd73-9e9c-43b8-a9e5-754524c97de8,,[],15/20,True,TCG Arena,,True,[],"Einzigartig
Positionswechsel",2.0,,2025-10-27T15:38:00.000Z,Common,"Konrad, Waffenknecht in Bjartur",1b295bba-56ba-80da-be7a-f57ed59c179b,8403986927
,[],[],[],,<cost><terra/><unshaped1/></cost> Ein feindlicher <kind>Charakter</kind> Deiner Wahl kann bis zu Deinem nächsten <key>Zug</key> nur <self>mich</self> <key>angreifen</key>.,[],[],,490,2025-03-10T16:54:00.000Z,15/25,"Sein törichter Lärm gleicht einem Hornruf, der selbst den diszipliniertesten Soldaten zur Raserei treibt.",9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],20/25,True,TCG Arena,,True,[],"Einzigartig
1,T; Ein feindlicher Charakter deiner Wahl kann bis zum Ende des Zuges nur Soldat Jean-Jacques angreifen.",1.0,,2025-10-27T15:38:00.000Z,Common,"Jean-Jacques, Waffenknecht in Bjartur",1b295bba-56ba-80dd-9073-e7d1ccce4776,2684710695
,[],[],[],,"<ability>Erkunden 3</ability> <desc>Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, sieh Dir die obersten 3 <key>Karten</key> Deines <zone>Decks</zone> an, lege beliebig viele unter Dein <zone>Deck</zone> und den Rest in beliebiger Reihenfolge auf Dein <zone>Deck</zone>.</desc>",[],[],,491,2025-03-12T18:58:00.000Z,25/30,"“Ich habe gelernt, dass kein Fluss, kein Ast, kein Windstoß lügt – alles erzählt mir eine Geschichte, in der die Wahrheit liegt.”",9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],30/30,True,TCG Arena,,True,[],"Einzigartig
Wennich das Feld betrete, siehe dir die obersten drei Karten von deinem Deck an, lege beliebig viele unter dein Deck, den Rest in beliebiger reihenfolge auf dein Deck.",2.0,,2025-11-23T18:54:00.000Z,Uncommon,"Sheewa, Kommandantin der Boten Terras",1b495bba-56ba-8018-82e7-dc5c8a9fd2b1,1981592759
,[],[],[],,"<cost><opt/></cost> Du kannst einen <key>Elementar</key>, der bereits <key>erschöpft</key> ist, <key>opfern</key>, um ein weiteres <key>Element</key> seiner Art zu generieren und eine Karte zu ziehen.",[],[],2.0,492,2025-03-12T19:05:00.000Z,15/15,“Ich bin Künstler!”,9cdffd73-9e9c-43b8-a9e5-754524c97de8,,[],15/20,True,TCG Arena,,True,[],"OPT: Du kannst Elementarkarten, die bereits erschöpft sind, opfern, um ein weiteres Element ihrer Art zu generieren und eine Karte zu ziehen.",,,2025-10-27T15:38:00.000Z,,"Liam Lustenberg, Künstler",1b495bba-56ba-805f-b5dc-fc0469f90a9a,958611971
,[],[],[],,,[],[],,127,2023-10-22T19:03:00.000Z,,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],,False,Backup,,False,[],"Ziehe 1 Karten, falls du ein ",,,2025-08-10T18:21:00.000Z,,Magisches Fährtenlesen,1bf563a8-9a90-48a2-9a3f-0cd8c6ae71bc,4474270846
,[],[],[],,"<ability>Ansturm</ability> <desc><self>Ich</self> darf in der <key>Runde</key> <key>angreifen</key>, in der <self>ich</self> auf das <zone>Feld</zone> gekommen bin.</desc>",[],[],1.0,350,2024-03-29T19:31:00.000Z,10/10,"„Wenn ich renn, kann ich nicht fallen – oder..?!“",9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],10/10,False,TCG Arena,,False,[],Ansturm,,,2025-11-25T20:38:00.000Z,Common,Rasender Rekrut,1c37584e-7b5e-4204-b8e2-6422dc282644,9594330051
,[],[],[],,<typ>Anführer</typ> kosten bis zu <unshaped2/> weniger.,[],[],,493,2025-03-31T20:05:00.000Z,20/20,"“Ich überbringe keine Befehle. Ich bin der Beweis, dass sie schon gefallen sind.”",b2c31dd8-6b8b-45b6-a112-46d0b40a900e,2,[],20/10,True,TCG Arena,,True,[],"Einzigartig
Anführer kosten bis zu 2 ungeprägte Elementar weniger",2.0,,2025-11-23T18:55:00.000Z,Uncommon,"Phillipp Altdorf, Meldeläufer des Thul'Heens",1c795bba-56ba-8091-80df-eb4baa067304,1630616992
,[],[],[],,Füge einem gegnerischen <kind>Charakter</kind> Deiner Wahl <key>Schaden</key> in Höhe der Summe der <key>Stärken</key> aller Deiner <kind>Charaktere</kind> in <key>Angriffsposition</key> zu.,[],[],,494,2025-04-01T11:46:00.000Z,,"Ein Ruf, scharf wie seine Langwehr: Thul'Heen Keroths Stimme führt seine Krieger in Formationen, die selbst den Mut der Tapfersten zerschmettern.",b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,[],,False,TCG Arena,,False,[],Füge einem gegnerischen Charakter deiner wahl Schaden in Höhe der Summe der Stärken aller deiner Charaktere in Agriffsposition zu.,3.0,,2025-10-27T15:38:00.000Z,,“Keilformation bilden!”,1c895bba-56ba-8029-8779-db64848f692e,9143838792
,[],[],[],,,[],[],,250,2023-12-11T19:16:00.000Z,25,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],25,False,Backup,,False,[],"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",,,2025-08-10T18:22:00.000Z,,Waffenmeister Terra,1cb4982a-e487-4a1d-85e6-b7c26456ac86,6044007956
,[],[],[],,,[],[],,47,2023-09-09T22:36:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Wilde Wogen,1cbbb61c-937f-4b6f-8363-399387ef5d09,7611494485
,[],[],[],,,[],[],,441,2024-06-10T12:59:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,['Vittel'],,False,Backup,,False,[],"Wirf am Ende deines Zuges eine Münze. Durchsuche bei Kopf dein Deck nach einem Tiefenwesen und nimm es auf die Hand. Befindet sich in deinem Deck kein Sternengezücht, darfst du auch deinen Friedhof durchsuchen. Mische dann dein Deck.",,,2025-08-10T18:23:00.000Z,,Innsmouth,1ceac343-52b4-4527-b765-ab883ed5ae60,3634942048
,[],[],[],,,[],[],,60,2023-09-09T23:50:00.000Z,65,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],50,False,Backup,,False,[],,,,2025-08-10T18:22:00.000Z,,Die Albatross,1cf74ebf-4d75-4c4a-b612-8c7402bf2008,4618951137
,[],[],[],0.0,"Wenn <self>ich</self> ins <key>Spiel</key> komme, schicke einen <kind>Charakter</kind> Deiner Wahl ins <zone>Exil</zone>, bis <self>ich</self> das <zone>Feld</zone> verlasse. Der <kind>Charakter</kind> kehrt dann in <key>Verteidigungsposition</key> auf das <zone>Feld</zone> seines <key>Besitzers</key> zurück.",[],[],,461,2024-09-24T19:33:00.000Z,,"Unter dem Siegel schlummert, was aus unseren Landen auf Ewigkeit verbannt sein sollte.",9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,TCG Arena,,False,[],"Wenn Siegelpyramide ins Spiel kommt, schicke einen Charakter deiner Wahl ins Exil, bis Siegelpyramide das Feld verlässt. (Wenn Siegelpyramide zerstört wird, kehrt der Charakter in Verteidigungsposition auf das Feld seines Besitzers zurück.)",,2.0,2025-10-27T15:38:00.000Z,Common,Siegelpyramide,1d2f4735-aeae-4000-9b71-9d7fc035588f,3473041748
,[],[],[],2.0,,[],[],,150,2023-10-31T14:22:00.000Z,,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,[],,False,Backup,,False,[],"Einmal pro Spielzug du kannst die oberste Karte von deinem Deck aufdecken. Falls sie vom Element Terra ist lege sie in deine Elementarzone, falls nicht unter dein Deck.

Verlässt diese Karte das Feld, lege zwei Terra Elementare auf den Friedhof",,,2023-11-23T20:39:00.000Z,,Terrageweihter Steinkreis,1f4aaddd-2923-4a18-a010-6c4abd097e7f,2634752477
,[],[],[],,,[],[],,410,2024-06-04T19:57:00.000Z,30/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,4,['Vittel'],30/30,False,Backup,,True,[],"Kultist
Einzigartig 
Wenn dieser Charakter das Feld betritt durchsuche dein Deck oder Friedhof nach der Karte “Pickmans Modell” und nimm sie auf die Hand.",,,2025-08-10T18:23:00.000Z,,Richard Upton Pickman,1f93c096-d0eb-4509-a319-7b886f4ca2f5,5249839328
2.0,[],[],[],1.0,"Immer wenn ein <kind>Charakter</kind>, den Du <key>kontrollierst</key>, das <zone>Feld</zone> <key>betritt</key>, erhole einen <key>Elementar</key> Deiner Wahl.",[],[],,401,2024-04-29T18:30:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,TCG Arena,,False,[],"Immer wenn ein Charakter, den du kontrollierst, das Feld betritt, enttappe eine Elementarkarte deiner wahl.",,,2025-10-27T15:38:00.000Z,Common,Trügerischer See,2059aa60-1d27-4e37-9f67-b99904092293,4190916469
,[],[],[],,"<ability>Angreifer</ability> <desc><self>Ich</self> darf nur in <key>Angriffsposition</key> stehen.</desc>
Zu Beginn Deiner <key>Kampfphase</key> kannst Du <self>meine</self> <key>Stärke</key> verdoppeln. Opfere <self>mich</self> in diesem Fall am Ende der <key>Kampfphase</key>.",[],[],2.0,496,2025-06-02T17:22:00.000Z,30/25,"Von Wahnsinn entflammt und vom Ruhm getrieben, lodert Kenrik heller als die Morgendämmerung –  getrieben vom Hunger nach Unsterblichkeit in Liedern und Legenden.",9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],-/-,True,TCG Arena,,True,[],"Einzigartig
Angreifer
Zu beginn deiner Kampfphase kannst du die Stärke von mir verdoppeln, danach Opfere mich am Ende der Kampfphase.",,,2025-10-27T15:38:00.000Z,,"Kenrik, Söldner der Morgenröte",20695bba-56ba-803e-8ca6-f1bbec8e93bc,9875550695
,[],[],[],1.0,,[],[],,208,2023-11-27T12:34:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],,False,Backup,,False,[],"Immer wenn du eine Karte ziehst, darfst du eine zusätzliche Karte ziehen.",,,2025-08-10T18:22:00.000Z,,Großer Aerisschrein,2107370e-f657-4440-9245-1000d4964e74,5470230857
,[],[],[],,,[],[],,245,2023-12-11T08:30:00.000Z,10,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],10,False,Backup,,False,[],Zu Beginn deines Zuges: Zeige die oberste Karte von deinem Deck vor. Kind des Windes erhält Angriffspunkte 10X den Elementarkosten bis zum Ende deines Zuges. Lege die vorgezeigte Karte entweder auf oder unter das Deck.,,,2025-08-10T18:22:00.000Z,,Kind des Windes,213c8ca0-b50b-4902-83da-d18a64097c89,274549584
,[],[],[],1.0,,[],[],,295,2023-12-18T20:53:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],,False,Backup,,False,[],"Solange du nur Eiserne Charaktere im Spiel hast, erhalten alle Charaktere +20 Angriff und Verteidigung",,,2025-08-10T18:22:00.000Z,,Der Eiseren Eid,21d99101-a980-47bf-9b73-0909a1e0ac88,2476201917
,[],[],[],,,[],[],,344,2024-03-12T14:02:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],,False,Backup,,False,[],Ereignisse kosten diesen Spielzug 1 Element weniger.,,,2025-08-10T18:26:00.000Z,,Magiefluss,220771c8-adca-4897-af18-c4e6f1a977c0,7451583178
,[],[],[],,<cost><aeris/><unshaped1/><opt/></cost><desc>Einmal pro Zug</desc> <key>Ziehe</key> 2 Karten. <key>Wirf</key> 1 Karte <key>ab</key>.,[],[],,497,2025-07-02T11:36:00.000Z,15/20,“Nennt mir Euren Wunsch – der Rest ist meine Sache.”,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,1,[],15/20,True,Export,2.0,True,[],"1,E,OPT; Ziehe zwei Karten, wirf eine Karte ab.",,,2025-12-22T22:07:00.000Z,Uncommon,"Henrik, Kurator verborgener Kostbarkeiten",22495bba-56ba-8022-82b1-fe772fccfa08,7714242134
,[],[],[],,"<cost><opt/></cost><desc>Einmal pro Zug</desc> Wähle aus:
<ul>
<li><cost><aeris/></cost> <key>Ziehe</key> eine Karte, wirf eine Karte ab.</li>
<li><cost><terra/><unshaped1/></cost> Wirf eine Karte ab, nimm eine andere Karte vom <zone>Friedhof</zone> auf Deine <zone>Hand</zone>.</li>
</ul>",[],[],,499,2025-07-02T12:24:00.000Z,5/10,“Vergesst nicht das Trocknungsparadox. Die Konzentration muss stimmen!”,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,1,[],5/15,True,TCG Arena,,True,[],"OPT; Führe einen der folgenden Effekte aus:
E; Ziehe eine Karte, wirf eine Karte ab.
1,T; Wirf eine Karte ab, nimm eine andere Karte vom Friedhof auf die Hand.",2.0,,2026-01-08T17:51:00.000Z,,"Martin Kräuterer, Alchemist Terras",22495bba-56ba-8047-9c35-e76178a453e7,5373687654
,[],[],[],,"<ability>Ansturm</ability> <desc><self>Ich</self> darf in dem <key>Zug</key> <key>angreifen</key>, in dem <self>ich</self> auf das <zone>Feld</zone> gekommen bin.</desc>
<ability>Bedrohlich</ability> <desc><self>Ich</self> kann nur durch mindestens 2 <kind>Charaktere</kind> <key>geblockt</key> werden.</desc>",[],[],3.0,498,2025-07-02T11:41:00.000Z,25/25,"Jasper kennt den Wert des Schreckens. Er schlägt zu wie der Sturm, während andere noch ihre Segel reffen.",b2c31dd8-6b8b-45b6-a112-46d0b40a900e,1,[],15/25,True,TCG Arena,,True,[],"Ansturm, Bedrohlich,",,,2025-11-23T18:49:00.000Z,Uncommon,"Jasper, Wellentänzer der Saphirküste",22495bba-56ba-808b-b641-c64788aaf81d,1906469101
,[],[],[],,,[],[],,147,2023-10-29T14:55:00.000Z,15,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,[],25,False,Backup,,False,[],Untitled,,,2023-11-23T20:39:00.000Z,,Tückischer Igel,22615716-aee6-4f2a-b74b-45df16bd928e,8856178792
,[],[],[],,,[],[],,318,2024-02-14T21:06:00.000Z,20,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],5,False,Backup,,False,[],,,,2025-08-10T18:22:00.000Z,,Wächter aus Terras Wacht,22b9c004-8841-4a9c-bdd8-91391c8f3910,352110101
,[],[],[],,,[],[],,101,2023-09-14T21:11:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],60,False,Backup,,False,[],- Wirf 3 oder mehr ,,,2025-08-10T18:21:00.000Z,,Pech und Schwefel,22c2cfc9-1ca8-40a7-9294-48535d87ad6b,2930668561
,[],[],[],1.0,,[],[],,212,2023-11-27T12:41:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],,False,Backup,,False,[],Jeder Elementar produziert ein zusätzliches Element seiner Art.,,,2025-08-10T18:22:00.000Z,,Tempel der Fünf,238cde8d-62cd-4754-9cdd-2a2239a6dcf4,2846298296
,[],[],[],,<ability>Verhöhnen</ability> <desc><self>Ich</self> muss zuerst als <key>Angriffsziel</key> <key>gewählt</key> werden.</desc>,[],[],2.0,503,2025-08-04T16:00:00.000Z,15/20,"„Ich weiß nicht, ob es Mut war oder Pflicht, was ihn dort hielt. Aber er wich nicht. Zog ihren Zorn auf sich. Nun ist er fort – und der Preis, den er zahlte, steht in meinem Namen geschrieben.“ – Sir Beolf von der Wolfswacht",b2c31dd8-6b8b-45b6-a112-46d0b40a900e,1,[],15/20,True,TCG Arena,,True,[],Verhöhnen,,,2025-10-27T15:38:00.000Z,Common,"Rekrut Diego, Bannerträger der Wolfswacht",24595bba-56ba-807b-a34d-f0b8e7e31409,6089476130
,[],[],[],,,[],[],,283,2023-12-18T20:13:00.000Z,20,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],20,False,Backup,,True,[],"Einzigartig, Tierwesen, Mondenhain
Sheewa Mondblut erhält +15 Angriff und Verteidigung, wenn du ein Narech Tuloch im Spiel hast.",,,2025-08-10T18:22:00.000Z,,Sheewa Mondblut,2459dca9-7f1a-44ee-a302-5a90a4954784,3016487184
,[],[],[],,,[],[],,119,2023-09-16T15:49:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],,False,Backup,,False,[],"Immer wenn Du eine Karte abwirfst, müssen alle anderen Spieler zusammen 3 Mana bezahlen oder eine Karte abwerfen.",,,2025-08-10T18:21:00.000Z,,Im Keim ersticken,248355d8-311e-4ae4-ab23-8f657209899b,5161717892
,[],[],[],,,[],[],,118,2023-09-16T15:35:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],,False,Backup,,False,[],"Als zusätzliche Kosten, lege 3 Karten von deiner Hand zurück auf dein Deck in einer beliebigen Reihenfolge. Jedes Mal wenn ",,,2025-08-10T18:21:00.000Z,,Magmar,2495d905-6ea0-4577-aa6e-5c57068eeaf6,8420007057
,[],[],[],,,[],[],,146,2023-10-29T14:53:00.000Z,30,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,[],15,False,Backup,,False,[],,,,2023-11-23T20:39:00.000Z,,Waldluchs,256e37d1-3e86-4f78-9d41-990bb2aef788,3937393536
,[],[],[],,,[],[],,308,2024-02-14T20:55:00.000Z,15,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],15,False,Backup,,False,[],,,,2025-08-10T18:22:00.000Z,,Wächter aus Istan Sylvana,258cfd6b-b527-468e-9558-215ca0db624e,6577309365
,[],[],[],,,[],[],,25,2023-09-09T11:45:00.000Z,15,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],15,False,Backup,,False,[],Wenn eine ,,,2025-08-10T18:21:00.000Z,,Schildheilerin Elaria,269751ab-dc77-4539-bcb1-4942c029b97b,8029819366
,[],[],[],,,[],[],,39,2023-09-09T12:30:00.000Z,30,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],20,False,Backup,,False,[],Wenn die ,,,2025-08-10T18:21:00.000Z,,Schleimkröte,2817df0d-5c2c-43d6-a38b-67509384fdd4,9200955727
,[],[],[],0.0,"Doppelblock
Die Eiserne Mauer darf Charktere Blocken als wäre sie ein Charakter in verteidigungsposition.
In der Kampfphase wird die Eiserne Mauer nur zerstört, wenn sie 60 oder mehr Schaden erleidet.",[],[],,509,2025-10-06T21:07:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],"Doppelblock
Die Eiserne Mauer darf Charktere Blocken als wäre sie ein Charakter in verteidigungsposition.
In der Kampfphase wird die Eiserne Mauer nur zerstört, wenn sie 60 oder mehr Schaden erleidet.",3.0,,2025-11-13T21:42:00.000Z,Common,Eiserne Mauer,28495bba-56ba-8027-b5b3-e1395b373a84,9067625257
,[],[],[],1.0,"opt; Opfere einen Charakter, ziehe eine Karte.",[],[],,508,2025-10-06T21:02:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],"opt; Opfere einen Charakter, ziehe eine Karte.",2.0,,2025-10-27T19:14:00.000Z,Common,Verwitterter Altar,28495bba-56ba-80ad-81ae-c3045219d6de,2767575748
,[],[],[],,<ability>Schildbrecher</ability> <desc>Überschüssiger <key>Schaden</key> an <key>Blockern</key> wird <self>meinem</self> ursprünglichen <key>Ziel</key> zugefügt.</desc>,[],[],2.0,506,2025-10-06T20:21:00.000Z,30/30,"Vom Steinbruch zur Schmiede, von der Schmiede zum Schwert. Scamall lernte früh: Schilde schützen die Schwachen. Hämmer brechen beide.",9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],30/30,True,Export,,True,[],Schildbrecher,,,2025-10-26T19:13:00.000Z,Common,"Scamall le Casúr, Söldnern der Morgenröte",28495bba-56ba-80b1-b6a5-f2d33e7597d6,3543550334
,[],[],[],0.0,"T, opt; Lege einen Charkter deiner wahl aus dem Friedhof als Elementar getappt in deine Elementarzone.",[],[],,507,2025-10-06T20:50:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,Export,,False,[],"T, opt; Lege einen Charkter deiner wahl aus dem Friedhof als Elementar getappt in deine Elementarzone.",1.0,,2026-01-12T00:18:00.000Z,Common,Hellenische Wälder,28495bba-56ba-80b9-982d-cf3f7295fa8c,6180064255
,[],[],[],,Ein Charakter oder eine Manifestation deiner Wahl mit einem Bannkreis verliert alle seine Bannkreise. Schicke die Karte bis zur nächsten Endphase ins Exil.,[],[],,510,2025-10-07T16:17:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,Export,,False,[],Ein Charakter oder eine Manifestation deiner Wahl mit einem Bannkreis verliert alle seine Bannkreise. Schicke die Karte bis zur nächsten Endphase ins Exil.,,2.0,2025-10-27T16:22:00.000Z,Common,Magiefluss durchbrechen,28595bba-56ba-8013-90ee-c33e427e1d8f,7397980136
,[],[],[],1.0,,[],[],,281,2023-12-18T20:09:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],,False,Backup,,False,[],"Immer wenn ein Mitglied einer Gruppe angreift oder verteidigt, erhält es für jedes andere Mitglied der selben Gruppe, das angreift oder verteidigt, +5 Angriff und Verteidigung ",,,2025-08-10T18:22:00.000Z,,Stärke der Gemeinschaft,288533be-bf7d-420f-9589-b73b4223bcce,4076079351
,[],[],[],,,[],[],,354,2024-03-29T19:44:00.000Z,60/60,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,4,[],60/60,True,TCG Arena,,False,[],,2.0,,2025-10-27T15:38:00.000Z,Common,Baumgeist,289951c0-b8a5-4440-9b5b-ad4b8de56107,7712787851
,[],[],[],,,[],[],,512,2025-10-23T19:16:00.000Z,10/10,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,,[],10/10,True,Export,1.0,False,[],,,,2026-01-11T23:25:00.000Z,Common,Turbulent,29595bba-56ba-80b2-9d7c-f9077c983863,8556427222
,[],[],[],,"<ability>Bannkreis 1</ability> <desc><self>Ich</self> <key>betrete</key> das <zone>Feld</zone> mit 1 <key>Bannkreis</key>, der allen <key>Schaden</key> abwehrt.</desc>
<ability>Doppelblock</ability> <desc><self>Ich</self> darf zwei <key>Gegner</key> gleichzeitig <key>blocken</key>.</desc>",[],[],,383,2024-03-31T16:37:00.000Z,20/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],10/50,False,Playtest,,False,[],"Bannkreis 1
Doppelblock",2.0,,2025-08-17T17:58:00.000Z,,Leibwächter,29686bae-f6ba-4012-b42a-ece23795f516,323558966
